ENTREZ_GENE_ID	Name	Species
29035	chromosome 16 open reading frame 72(C16orf72)	Homo sapiens
414059	TBC1 domain family member 3B(TBC1D3B)	Homo sapiens
53615	methyl-CpG binding domain protein 3(MBD3)	Homo sapiens
340348	tetraspanin 33(TSPAN33)	Homo sapiens
53632	protein kinase AMP-activated non-catalytic subunit gamma 3(PRKAG3)	Homo sapiens
29057	family with sequence similarity 156 member A(FAM156A)	Homo sapiens
4481	macrophage scavenger receptor 1(MSR1)	Homo sapiens
340359	kelch like family member 38(KLHL38)	Homo sapiens
4485	macrophage stimulating 1(MST1)	Homo sapiens
283011	tigger transposable element derived 2 pseudogene(FLJ37201)	Homo sapiens
29066	zinc finger CCCH-type containing 7A(ZC3H7A)	Homo sapiens
4490	metallothionein 1B(MT1B)	Homo sapiens
4493	metallothionein 1E(MT1E)	Homo sapiens
29070	coiled-coil domain containing 113(CCDC113)	Homo sapiens
160140	chromosome 11 open reading frame 65(C11orf65)	Homo sapiens
389524	GTF2I repeat domain containing 2B(GTF2IRD2B)	Homo sapiens
4499	metallothionein 1M(MT1M)	Homo sapiens
4501	metallothionein 1X(MT1X)	Homo sapiens
29079	mediator complex subunit 4(MED4)	Homo sapiens
29080	coiled-coil domain containing 59(CCDC59)	Homo sapiens
151963	Mab-21 domain containing 2(MB21D2)	Homo sapiens
29081	methyltransferase like 5(METTL5)	Homo sapiens
29082	charged multivesicular body protein 4A(CHMP4A)	Homo sapiens
29083	GTP binding protein 8 (putative)(GTPBP8)	Homo sapiens
29086	BRISC and BRCA1 A complex member 1(BABAM1)	Homo sapiens
29087	thymocyte nuclear protein 1(THYN1)	Homo sapiens
389541	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4(LAMTOR4)	Homo sapiens
373156	glutathione S-transferase kappa 1(GSTK1)	Homo sapiens
29090	translocase of inner mitochondrial membrane 21(TIMM21)	Homo sapiens
29094	galectin like(LGALSL)	Homo sapiens
389549	FEZ family zinc finger 1(FEZF1)	Homo sapiens
4521	nudix hydrolase 1(NUDT1)	Homo sapiens
29099	COMM domain containing 9(COMMD9)	Homo sapiens
29105	cilia and flagella associated protein 20(CFAP20)	Homo sapiens
29106	secretogranin III(SCG3)	Homo sapiens
29107	nuclear transport factor 2 like export factor 1(NXT1)	Homo sapiens
168374	zinc finger protein 92(ZNF92)	Homo sapiens
29109	formin homology 2 domain containing 1(FHOD1)	Homo sapiens
29113	chromosome 6 open reading frame 15(C6orf15)	Homo sapiens
29115	SAP30 binding protein(SAP30BP)	Homo sapiens
29116	myosin regulatory light chain interacting protein(MYLIP)	Homo sapiens
29117	bromodomain containing 7(BRD7)	Homo sapiens
29118	DEAD-box helicase 25(DDX25)	Homo sapiens
29119	catenin alpha 3(CTNNA3)	Homo sapiens
4543	melatonin receptor 1A(MTNR1A)	Homo sapiens
152006	ring finger protein 38(RNF38)	Homo sapiens
29124	galectin 13(LGALS13)	Homo sapiens
127428	transcription elongation factor A N-terminal and central domain containing 2(TCEANC2)	Homo sapiens
340419	R-spondin 2(RSPO2)	Homo sapiens
29127	Rac GTPase activating protein 1(RACGAP1)	Homo sapiens
414157	chromosome 10 open reading frame 62(C10orf62)	Homo sapiens
266697	POM121 transmembrane nucleoporin like 4, pseudogene(POM121L4P)	Homo sapiens
201181	zinc finger protein 385C(ZNF385C)	Homo sapiens
348645	chromosome 22 open reading frame 34(C22orf34)	Homo sapiens
168417	zinc finger protein 679(ZNF679)	Homo sapiens
135656	diffuse panbronchiolitis critical region 1(DPCR1)	Homo sapiens
4591	tripartite motif containing 37(TRIM37)	Homo sapiens
266740	MAGE family member A2B(MAGEA2B)	Homo sapiens
4598	mevalonate kinase(MVK)	Homo sapiens
4599	MX dynamin like GTPase 1(MX1)	Homo sapiens
4600	MX dynamin like GTPase 2(MX2)	Homo sapiens
4601	MAX interactor 1, dimerization protein(MXI1)	Homo sapiens
4602	MYB proto-oncogene, transcription factor(MYB)	Homo sapiens
4609	v-myc avian myelocytomatosis viral oncogene homolog(MYC)	Homo sapiens
4615	myeloid differentiation primary response 88(MYD88)	Homo sapiens
4616	growth arrest and DNA damage inducible beta(GADD45B)	Homo sapiens
283150	forkhead box R1(FOXR1)	Homo sapiens
4619	myosin heavy chain 1(MYH1)	Homo sapiens
152078	PQ loop repeat containing 2 like(PQLC2L)	Homo sapiens
143884	CWF19-like 2, cell cycle control (S. pombe)(CWF19L2)	Homo sapiens
201232	solute carrier family 16 member 13(SLC16A13)	Homo sapiens
283152	coiled-coil domain containing 153(CCDC153)	Homo sapiens
283165	KIRREL3 antisense RNA 3(KIRREL3-AS3)	Homo sapiens
4637	myosin light chain 6(MYL6)	Homo sapiens
4638	myosin light chain kinase(MYLK)	Homo sapiens
152098	zinc finger CW-type and PWWP domain containing 2(ZCWPW2)	Homo sapiens
201255	leucine rich repeat containing 45(LRRC45)	Homo sapiens
201254	centromere protein X(CENPX)	Homo sapiens
4645	myosin VB(MYO5B)	Homo sapiens
389677	RNA binding motif protein 12B(RBM12B)	Homo sapiens
340527	NHS like 2(NHSL2)	Homo sapiens
4654	myogenic differentiation 1(MYOD1)	Homo sapiens
4656	myogenin(MYOG)	Homo sapiens
127540	high mobility group box 4(HMGB4)	Homo sapiens
266812	nucleosome assembly protein 1 like 5(NAP1L5)	Homo sapiens
4665	NGFI-A binding protein 2(NAB2)	Homo sapiens
53820	ripply transcriptional repressor 3(RIPPLY3)	Homo sapiens
53822	FXYD domain containing ion transport regulator 7(FXYD7)	Homo sapiens
4670	heterogeneous nuclear ribonucleoprotein M(HNRNPM)	Homo sapiens
4673	nucleosome assembly protein 1 like 1(NAP1L1)	Homo sapiens
53826	FXYD domain containing ion transport regulator 6(FXYD6)	Homo sapiens
4674	nucleosome assembly protein 1 like 2(NAP1L2)	Homo sapiens
4678	nuclear autoantigenic sperm protein(NASP)	Homo sapiens
119369	nudix hydrolase 9 pseudogene 1(NUDT9P1)	Homo sapiens
283212	kelch like family member 35(KLHL35)	Homo sapiens
4681	neuroblastoma 1, DAN family BMP antagonist(NBL1)	Homo sapiens
283208	prolyl 4-hydroxylase subunit alpha 3(P4HA3)	Homo sapiens
4686	nuclear cap binding protein subunit 1(NCBP1)	Homo sapiens
201299	RAD52 motif containing 1(RDM1)	Homo sapiens
4688	neutrophil cytosolic factor 2(NCF2)	Homo sapiens
283219	potassium channel tetramerization domain containing 21(KCTD21)	Homo sapiens
86614	heat shock transcription factor, Y-linked 1(HSFY1)	Homo sapiens
283229	calcium release activated channel regulator 2B(CRACR2B)	Homo sapiens
414301	DNA damage inducible 1 homolog 1(DDI1)	Homo sapiens
119391	glutathione S-transferase omega 2(GSTO2)	Homo sapiens
4704	NADH:ubiquinone oxidoreductase subunit A9(NDUFA9)	Homo sapiens
283237	tetratricopeptide repeat domain 9C(TTC9C)	Homo sapiens
168544	zinc finger protein 467(ZNF467)	Homo sapiens
4706	NADH:ubiquinone oxidoreductase subunit AB1(NDUFAB1)	Homo sapiens
4708	NADH:ubiquinone oxidoreductase subunit B2(NDUFB2)	Homo sapiens
283234	coiled-coil domain containing 88B(CCDC88B)	Homo sapiens
414318	chromosome 9 open reading frame 106(C9orf106)	Homo sapiens
389741	glioblastoma down-regulated RNA(GLIDR)	Homo sapiens
4715	NADH:ubiquinone oxidoreductase subunit B9(NDUFB9)	Homo sapiens
414325	defensin beta 103A(DEFB103A)	Homo sapiens
4731	NADH:ubiquinone oxidoreductase subunit V3(NDUFV3)	Homo sapiens
4733	developmentally regulated GTP binding protein 1(DRG1)	Homo sapiens
4734	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase(NEDD4)	Homo sapiens
152189	CKLF like MARVEL transmembrane domain containing 8(CMTM8)	Homo sapiens
4736	ribosomal protein L10a(RPL10A)	Homo sapiens
348807	cilia and flagella associated protein 100(CFAP100)	Homo sapiens
389766	chromosome 9 open reading frame 153(C9orf153)	Homo sapiens
4739	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)	Homo sapiens
348801	leukemia NUP98 fusion partner 1(LNP1)	Homo sapiens
4741	neurofilament, medium polypeptide(NEFM)	Homo sapiens
4745	neural EGFL like 1(NELL1)	Homo sapiens
4747	neurofilament, light polypeptide(NEFL)	Homo sapiens
152206	coiled-coil domain containing 13(CCDC13)	Homo sapiens
4759	neuraminidase 2(NEU2)	Homo sapiens
4760	neuronal differentiation 1(NEUROD1)	Homo sapiens
4762	neurogenin 1(NEUROG1)	Homo sapiens
53916	RAB4B, member RAS oncogene family(RAB4B)	Homo sapiens
53918	pelota homolog (Drosophila)(PELO)	Homo sapiens
160419	chromosome 12 open reading frame 50(C12orf50)	Homo sapiens
4771	neurofibromin 2(NF2)	Homo sapiens
4774	nuclear factor I A(NFIA)	Homo sapiens
4780	nuclear factor, erythroid 2 like 2(NFE2L2)	Homo sapiens
168620	basic helix-loop-helix family member a15(BHLHA15)	Homo sapiens
4783	nuclear factor, interleukin 3 regulated(NFIL3)	Homo sapiens
127665	zinc finger protein 648(ZNF648)	Homo sapiens
4784	nuclear factor I X(NFIX)	Homo sapiens
389812	lipocalin 15(LCN15)	Homo sapiens
53940	ferritin heavy chain like 17(FTHL17)	Homo sapiens
4792	NFKB inhibitor alpha(NFKBIA)	Homo sapiens
4798	nuclear factor related to kappaB binding protein(NFRKB)	Homo sapiens
4800	nuclear transcription factor Y subunit alpha(NFYA)	Homo sapiens
4801	nuclear transcription factor Y subunit beta(NFYB)	Homo sapiens
4802	nuclear transcription factor Y subunit gamma(NFYC)	Homo sapiens
127687	chromosome 1 open reading frame 122(C1orf122)	Homo sapiens
4807	nescient helix-loop-helix 1(NHLH1)	Homo sapiens
4808	nescient helix-loop-helix 2(NHLH2)	Homo sapiens
4809	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)(SNU13)	Homo sapiens
389834	ankyrin repeat domain 57 pseudogene(LOC389834)	Homo sapiens
4815	ninjurin 2(NINJ2)	Homo sapiens
283349	Ras association domain family member 3(RASSF3)	Homo sapiens
4818	natural killer cell granule protein 7(NKG7)	Homo sapiens
127703	chromosome 1 open reading frame 216(C1orf216)	Homo sapiens
135892	tripartite motif containing 50(TRIM50)	Homo sapiens
4824	NK3 homeobox 1(NKX3-1)	Homo sapiens
4828	neuromedin B(NMB)	Homo sapiens
4830	NME/NM23 nucleoside diphosphate kinase 1(NME1)	Homo sapiens
4832	NME/NM23 nucleoside diphosphate kinase 3(NME3)	Homo sapiens
4833	NME/NM23 nucleoside diphosphate kinase 4(NME4)	Homo sapiens
144097	chromosome 11 open reading frame 84(C11orf84)	Homo sapiens
4835	NAD(P)H quinone dehydrogenase 2(NQO2)	Homo sapiens
4836	N-myristoyltransferase 1(NMT1)	Homo sapiens
144100	pleckstrin homology domain containing A7(PLEKHA7)	Homo sapiens
4838	nodal growth differentiation factor(NODAL)	Homo sapiens
340706	von Willebrand factor A domain containing 2(VWA2)	Homo sapiens
4841	non-POU domain containing, octamer-binding(NONO)	Homo sapiens
144110	transmembrane protein 86A(TMEM86A)	Homo sapiens
144108	SPT2 chromatin protein domain containing 1(SPTY2D1)	Homo sapiens
4846	nitric oxide synthase 3(NOS3)	Homo sapiens
4848	CCR4-NOT transcription complex subunit 2(CNOT2)	Homo sapiens
4849	CCR4-NOT transcription complex subunit 3(CNOT3)	Homo sapiens
4850	CCR4-NOT transcription complex subunit 4(CNOT4)	Homo sapiens
283385	MORN repeat containing 3(MORN3)	Homo sapiens
267002	piggyBac transposable element derived 2(PGBD2)	Homo sapiens
4862	neuronal PAS domain protein 2(NPAS2)	Homo sapiens
4869	nucleophosmin(NPM1)	Homo sapiens
135946	olfactory receptor family 6 subfamily B member 1(OR6B1)	Homo sapiens
4878	natriuretic peptide A(NPPA)	Homo sapiens
348938	NIPA like domain containing 4(NIPAL4)	Homo sapiens
4879	natriuretic peptide B(NPPB)	Homo sapiens
54033	RNA binding motif protein 11(RBM11)	Homo sapiens
54039	poly(rC) binding protein 3(PCBP3)	Homo sapiens
4893	neuroblastoma RAS viral oncogene homolog(NRAS)	Homo sapiens
4899	nuclear respiratory factor 1(NRF1)	Homo sapiens
144165	prickle planar cell polarity protein 1(PRICKLE1)	Homo sapiens
4905	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)	Homo sapiens
54058	chromosome 21 open reading frame 58(C21orf58)	Homo sapiens
4909	neurotrophin 4(NTF4)	Homo sapiens
201516	zinc finger and SCAN domain containing 4(ZSCAN4)	Homo sapiens
54065	small integral membrane protein 11A(SMIM11A)	Homo sapiens
54067	C21orf62 antisense RNA 1(C21orf62-AS1)	Homo sapiens
54069	MIS18 kinetochore protein A(MIS18A)	Homo sapiens
4920	receptor tyrosine kinase like orphan receptor 2(ROR2)	Homo sapiens
283455	kinase suppressor of ras 2(KSR2)	Homo sapiens
4927	nucleoporin 88(NUP88)	Homo sapiens
4929	nuclear receptor subfamily 4 group A member 2(NR4A2)	Homo sapiens
283461	chromosome 12 open reading frame 40(C12orf40)	Homo sapiens
283459	glutamyl-tRNA amidotransferase subunit C(GATC)	Homo sapiens
4938	2'-5'-oligoadenylate synthetase 1(OAS1)	Homo sapiens
4939	2'-5'-oligoadenylate synthetase 2(OAS2)	Homo sapiens
4943	TBC1 domain family member 25(TBC1D25)	Homo sapiens
127829	ADP ribosylation factor like GTPase 8A(ARL8A)	Homo sapiens
152404	immunoglobulin superfamily member 11(IGSF11)	Homo sapiens
4951	oncomodulin 2(OCM2)	Homo sapiens
4952	OCRL, inositol polyphosphate-5-phosphatase(OCRL)	Homo sapiens
201562	3-hydroxyacyl-CoA dehydratase 2(HACD2)	Homo sapiens
4953	ornithine decarboxylase 1(ODC1)	Homo sapiens
54107	DNA polymerase epsilon 3, accessory subunit(POLE3)	Homo sapiens
54108	chromatin accessibility complex 1(CHRAC1)	Homo sapiens
4956	outer dense fiber of sperm tails 1(ODF1)	Homo sapiens
4957	outer dense fiber of sperm tails 2(ODF2)	Homo sapiens
136051	zinc finger protein 786(ZNF786)	Homo sapiens
4978	opioid binding protein/cell adhesion molecule like(OPCML)	Homo sapiens
4998	origin recognition complex subunit 1(ORC1)	Homo sapiens
4999	origin recognition complex subunit 2(ORC2)	Homo sapiens
5002	solute carrier family 22 member 18(SLC22A18)	Homo sapiens
54165	defective in cullin neddylation 1 domain containing 1(DCUN1D1)	Homo sapiens
5013	orthodenticle homeobox 1(OTX1)	Homo sapiens
5015	orthodenticle homeobox 2(OTX2)	Homo sapiens
283551	long intergenic non-protein coding RNA 1588(LINC01588)	Homo sapiens
5025	purinergic receptor P2X 4(P2RX4)	Homo sapiens
5027	purinergic receptor P2X 7(P2RX7)	Homo sapiens
5031	pyrimidinergic receptor P2Y6(P2RY6)	Homo sapiens
5037	phosphatidylethanolamine binding protein 1(PEBP1)	Homo sapiens
152503	SH3 domain containing 19(SH3D19)	Homo sapiens
5047	progestagen associated endometrial protein(PAEP)	Homo sapiens
5049	platelet activating factor acetylhydrolase 1b catalytic subunit 2(PAFAH1B2)	Homo sapiens
5050	platelet activating factor acetylhydrolase 1b catalytic subunit 3(PAFAH1B3)	Homo sapiens
127933	U2AF homology motif kinase 1(UHMK1)	Homo sapiens
54205	cytochrome c, somatic(CYCS)	Homo sapiens
54206	ERBB receptor feedback inhibitor 1(ERRFI1)	Homo sapiens
5054	serpin family E member 1(SERPINE1)	Homo sapiens
283578	transmembrane p24 trafficking protein family member 8(TMED8)	Homo sapiens
5058	p21 (RAC1) activated kinase 1(PAK1)	Homo sapiens
5062	p21 (RAC1) activated kinase 2(PAK2)	Homo sapiens
5077	paired box 3(PAX3)	Homo sapiens
5078	paired box 4(PAX4)	Homo sapiens
5079	paired box 5(PAX5)	Homo sapiens
5080	paired box 6(PAX6)	Homo sapiens
144347	refilin A(RFLNA)	Homo sapiens
5082	phosducin like(PDCL)	Homo sapiens
5083	paired box 9(PAX9)	Homo sapiens
5087	PBX homeobox 1(PBX1)	Homo sapiens
5089	PBX homeobox 2(PBX2)	Homo sapiens
5090	PBX homeobox 3(PBX3)	Homo sapiens
5092	pterin-4 alpha-carbinolamine dehydratase 1(PCBD1)	Homo sapiens
5093	poly(rC) binding protein 1(PCBP1)	Homo sapiens
5095	propionyl-CoA carboxylase alpha subunit(PCCA)	Homo sapiens
5096	propionyl-CoA carboxylase beta subunit(PCCB)	Homo sapiens
144363	electron transfer flavoprotein regulatory factor 1(ETFRF1)	Homo sapiens
5108	pericentriolar material 1(PCM1)	Homo sapiens
5110	protein-L-isoaspartate (D-aspartate) O-methyltransferase(PCMT1)	Homo sapiens
5111	proliferating cell nuclear antigen(PCNA)	Homo sapiens
283635	family with sequence similarity 177 member A1(FAM177A1)	Homo sapiens
201725	chromosome 4 open reading frame 46(C4orf46)	Homo sapiens
152573	shisa family member 3(SHISA3)	Homo sapiens
283652	solute carrier family 24 member 5(SLC24A5)	Homo sapiens
5121	Purkinje cell protein 4(PCP4)	Homo sapiens
5125	proprotein convertase subtilisin/kexin type 5(PCSK5)	Homo sapiens
5127	cyclin dependent kinase 16(CDK16)	Homo sapiens
5128	cyclin dependent kinase 17(CDK17)	Homo sapiens
644096	succinate dehydrogenase complex assembly factor 1(SDHAF1)	Homo sapiens
5129	cyclin dependent kinase 18(CDK18)	Homo sapiens
5130	phosphate cytidylyltransferase 1, choline, alpha(PCYT1A)	Homo sapiens
144402	copine 8(CPNE8)	Homo sapiens
5141	phosphodiesterase 4A(PDE4A)	Homo sapiens
144404	transmembrane protein 120B(TMEM120B)	Homo sapiens
5143	phosphodiesterase 4C(PDE4C)	Homo sapiens
5144	phosphodiesterase 4D(PDE4D)	Homo sapiens
5147	phosphodiesterase 6D(PDE6D)	Homo sapiens
5149	phosphodiesterase 6H(PDE6H)	Homo sapiens
5152	phosphodiesterase 9A(PDE9A)	Homo sapiens
283685	golgin A6 family-like 2(GOLGA6L2)	Homo sapiens
5154	platelet derived growth factor subunit A(PDGFA)	Homo sapiens
5159	platelet derived growth factor receptor beta(PDGFRB)	Homo sapiens
5161	pyruvate dehydrogenase (lipoamide) alpha 2(PDHA2)	Homo sapiens
5176	serpin family F member 1(SERPINF1)	Homo sapiens
160824	Sp3 transcription factor pseudogene(SP3P)	Homo sapiens
54332	ganglioside induced differentiation associated protein 1(GDAP1)	Homo sapiens
169026	solute carrier family 30 member 8(SLC30A8)	Homo sapiens
29761	ubiquitin specific peptidase 25(USP25)	Homo sapiens
29763	protein kinase C and casein kinase substrate in neurons 3(PACSIN3)	Homo sapiens
5187	period circadian clock 1(PER1)	Homo sapiens
201798	tigger transposable element derived 4(TIGD4)	Homo sapiens
29775	caspase recruitment domain family member 10(CARD10)	Homo sapiens
5199	complement factor properdin(CFP)	Homo sapiens
29777	activator of basal transcription 1(ABT1)	Homo sapiens
5203	prefoldin subunit 4(PFDN4)	Homo sapiens
5204	prefoldin subunit 5(PFDN5)	Homo sapiens
5207	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1(PFKFB1)	Homo sapiens
29785	cytochrome P450 family 2 subfamily S member 1(CYP2S1)	Homo sapiens
5210	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(PFKFB4)	Homo sapiens
373863	DND microRNA-mediated repression inhibitor 1(DND1)	Homo sapiens
259173	ALS2 C-terminal like(ALS2CL)	Homo sapiens
5223	phosphoglycerate mutase 1(PGAM1)	Homo sapiens
29800	zinc finger DHHC-type containing 1(ZDHHC1)	Homo sapiens
29801	zinc finger DHHC-type containing 8(ZDHHC8)	Homo sapiens
152687	zinc finger protein 595(ZNF595)	Homo sapiens
5229	protein geranylgeranyltransferase type I subunit beta(PGGT1B)	Homo sapiens
144501	keratin 80(KRT80)	Homo sapiens
5252	PHD finger protein 1(PHF1)	Homo sapiens
54407	solute carrier family 38 member 2(SLC38A2)	Homo sapiens
5255	phosphorylase kinase regulatory subunit alpha 1(PHKA1)	Homo sapiens
5256	phosphorylase kinase regulatory subunit alpha 2(PHKA2)	Homo sapiens
5257	phosphorylase kinase regulatory subunit beta(PHKB)	Homo sapiens
78986	dual specificity phosphatase 26 (putative)(DUSP26)	Homo sapiens
87178	polyribonucleotide nucleotidyltransferase 1(PNPT1)	Homo sapiens
5261	phosphorylase kinase catalytic subunit gamma 2(PHKG2)	Homo sapiens
136332	leucine rich repeats and guanylate kinase domain containing(LRGUK)	Homo sapiens
78990	OTU deubiquitinase, ubiquitin aldehyde binding 2(OTUB2)	Homo sapiens
5264	phytanoyl-CoA 2-hydroxylase(PHYH)	Homo sapiens
78992	Yip1 domain family member 2(YIPF2)	Homo sapiens
29843	SUMO1/sentrin specific peptidase 1(SENP1)	Homo sapiens
78996	chromosome 7 open reading frame 49(C7orf49)	Homo sapiens
78999	leucine rich repeat and fibronectin type III domain containing 4(LRFN4)	Homo sapiens
5272	serpin family B member 9(SERPINB9)	Homo sapiens
79003	MIS12, kinetochore complex component(MIS12)	Homo sapiens
79002	chromosome 19 open reading frame 43(C19orf43)	Homo sapiens
5275	serpin family B member 13(SERPINB13)	Homo sapiens
79005	sodium channel modifier 1(SCNM1)	Homo sapiens
5276	serpin family I member 2(SERPINI2)	Homo sapiens
54432	Yip1 domain family member 1(YIPF1)	Homo sapiens
79008	SLX1 homolog B, structure-specific endonuclease subunit(SLX1B)	Homo sapiens
259234	Down syndrome critical region 10 (non-protein coding)(DSCR10)	Homo sapiens
201895	small integral membrane protein 14(SMIM14)	Homo sapiens
54438	glucose-fructose oxidoreductase domain containing 1(GFOD1)	Homo sapiens
259236	transmembrane inner ear(TMIE)	Homo sapiens
79016	DET1 and DDB1 associated 1(DDA1)	Homo sapiens
5293	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)	Homo sapiens
79022	transmembrane protein 106C(TMEM106C)	Homo sapiens
5295	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)	Homo sapiens
79025	fibronectin type III domain containing 11(FNDC11)	Homo sapiens
79024	small integral membrane protein 2(SMIM2)	Homo sapiens
136371	ankyrin repeat and SOCS box containing 10(ASB10)	Homo sapiens
79026	AHNAK nucleoprotein(AHNAK)	Homo sapiens
5300	peptidylprolyl cis/trans isomerase, NIMA-interacting 1(PIN1)	Homo sapiens
5303	peptidylprolyl cis/trans isomerase, NIMA-interacting 4(PIN4)	Homo sapiens
54458	proline rich 13(PRR13)	Homo sapiens
29882	anaphase promoting complex subunit 2(ANAPC2)	Homo sapiens
29883	CCR4-NOT transcription complex subunit 7(CNOT7)	Homo sapiens
5307	paired like homeodomain 1(PITX1)	Homo sapiens
5308	paired like homeodomain 2(PITX2)	Homo sapiens
79036	KxDL motif containing 1(KXD1)	Homo sapiens
54461	F-box and WD repeat domain containing 5(FBXW5)	Homo sapiens
79039	DEAD-box helicase 54(DDX54)	Homo sapiens
29886	sorting nexin 8(SNX8)	Homo sapiens
79038	zinc finger FYVE-type containing 21(ZFYVE21)	Homo sapiens
29887	sorting nexin 10(SNX10)	Homo sapiens
5311	polycystin 2, transient receptor potential cation channel(PKD2)	Homo sapiens
5313	pyruvate kinase, liver and RBC(PKLR)	Homo sapiens
29890	RNA binding motif protein 15B(RBM15B)	Homo sapiens
5315	pyruvate kinase, muscle(PKM)	Homo sapiens
5316	PBX/knotted 1 homeobox 1(PKNOX1)	Homo sapiens
5317	plakophilin 1(PKP1)	Homo sapiens
79047	potassium channel tetramerization domain containing 15(KCTD15)	Homo sapiens
5318	plakophilin 2(PKP2)	Homo sapiens
54471	mitochondrial elongation factor 1(MIEF1)	Homo sapiens
54472	toll interacting protein(TOLLIP)	Homo sapiens
414927	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene(MGC34796)	Homo sapiens
54474	keratin 20(KRT20)	Homo sapiens
79050	nucleolar complex associated 4 homolog(NOC4L)	Homo sapiens
29899	G-protein signaling modulator 2(GPSM2)	Homo sapiens
169166	sorting nexin 31(SNX31)	Homo sapiens
54476	ring finger protein 216(RNF216)	Homo sapiens
54477	pleckstrin homology domain containing A5(PLEKHA5)	Homo sapiens
283849	exocyst complex component 3 like 1(EXOC3L1)	Homo sapiens
5326	PLAG1 like zinc finger 2(PLAGL2)	Homo sapiens
29903	coiled-coil domain containing 106(CCDC106)	Homo sapiens
128209	Kruppel like factor 17(KLF17)	Homo sapiens
5328	plasminogen activator, urokinase(PLAU)	Homo sapiens
79058	ASPSCR1, UBX domain containing tether for SLC2A4(ASPSCR1)	Homo sapiens
29907	sorting nexin 15(SNX15)	Homo sapiens
5332	phospholipase C beta 4(PLCB4)	Homo sapiens
554206	leucine carboxyl methyltransferase 1 pseudogene(LOC554206)	Homo sapiens
29911	hook microtubule tethering protein 2(HOOK2)	Homo sapiens
79065	autophagy related 9A(ATG9A)	Homo sapiens
283870	BRICHOS domain containing 5(BRICD5)	Homo sapiens
29916	sorting nexin 11(SNX11)	Homo sapiens
54496	protein arginine methyltransferase 7(PRMT7)	Homo sapiens
29922	NME/NM23 family member 7(NME7)	Homo sapiens
128229	TSSK6 activating cochaperone(TSACC)	Homo sapiens
79077	dCTP pyrophosphatase 1(DCTPP1)	Homo sapiens
29924	epsin 1(EPN1)	Homo sapiens
29925	GDP-mannose pyrophosphorylase B(GMPPB)	Homo sapiens
5349	FXYD domain containing ion transport regulator 3(FXYD3)	Homo sapiens
54502	RNA binding motif protein 47(RBM47)	Homo sapiens
29926	GDP-mannose pyrophosphorylase A(GMPPA)	Homo sapiens
5350	phospholamban(PLN)	Homo sapiens
79078	chromosome 1 open reading frame 50(C1orf50)	Homo sapiens
79081	LBH domain containing 1(LBHD1)	Homo sapiens
29928	translocase of inner mitochondrial membrane 22(TIMM22)	Homo sapiens
5354	proteolipid protein 1(PLP1)	Homo sapiens
54507	ADAMTS like 4(ADAMTSL4)	Homo sapiens
5355	proteolipid protein 2(PLP2)	Homo sapiens
152815	THAP domain containing 6(THAP6)	Homo sapiens
201965	RWD domain containing 4(RWDD4)	Homo sapiens
54510	protocadherin 18(PCDH18)	Homo sapiens
29934	sorting nexin 12(SNX12)	Homo sapiens
79088	zinc finger protein 426(ZNF426)	Homo sapiens
152816	chromosome 4 open reading frame 26(C4orf26)	Homo sapiens
79090	trafficking protein particle complex 6A(TRAPPC6A)	Homo sapiens
79092	caspase recruitment domain family member 14(CARD14)	Homo sapiens
29941	protein kinase N3(PKN3)	Homo sapiens
201973	primase and DNA directed polymerase(PRIMPOL)	Homo sapiens
79095	chromosome 9 open reading frame 16(C9orf16)	Homo sapiens
54518	amyloid beta precursor protein binding family B member 1 interacting protein(APBB1IP)	Homo sapiens
5366	phorbol-12-myristate-13-acetate-induced protein 1(PMAIP1)	Homo sapiens
29944	paraneoplastic Ma antigen 3(PNMA3)	Homo sapiens
29946	SERTA domain containing 3(SERTAD3)	Homo sapiens
79098	chromosome 1 open reading frame 116(C1orf116)	Homo sapiens
29947	DNA methyltransferase 3 like(DNMT3L)	Homo sapiens
5371	promyelocytic leukemia(PML)	Homo sapiens
29948	oxidative stress induced growth inhibitor 1(OSGIN1)	Homo sapiens
5372	phosphomannomutase 1(PMM1)	Homo sapiens
5373	phosphomannomutase 2(PMM2)	Homo sapiens
29950	SERTA domain containing 1(SERTAD1)	Homo sapiens
283899	INO80 complex subunit E(INO80E)	Homo sapiens
5376	peripheral myelin protein 22(PMP22)	Homo sapiens
5378	PMS1 homolog 1, mismatch repair system component(PMS1)	Homo sapiens
54531	MIER family member 2(MIER2)	Homo sapiens
554251	F-box protein 48(FBXO48)	Homo sapiens
54532	ubiquitin specific peptidase 53(USP53)	Homo sapiens
54535	coiled-coil alpha-helical rod protein 1(CCHCR1)	Homo sapiens
29959	nuclear receptor binding protein 1(NRBP1)	Homo sapiens
5383	PMS1 homolog 2, mismatch repair system component pseudogene 5(PMS2P5)	Homo sapiens
